#    || r ||         || r_adj ||     Objective          || grad ||       Stepsize  ls_iter   Accuracy_train  Accuracy_val
 19  -1.00000000e+00  -1.00000000e+00  9.60640692145234e-01  1.67591321616930e-01  0.500000   1  69.1%  68.6%
 20  -1.00000000e+00  -1.00000000e+00  9.52149838557163e-01  1.05111015851407e-01  0.500000   1  70.4%  69.8%
 21  -1.00000000e+00  -1.00000000e+00  9.45492040502422e-01  1.00388418008226e-01  0.500000   1  69.4%  68.9%
 22  -1.00000000e+00  -1.00000000e+00  9.39350863777326e-01  9.86312015141050e-02  0.500000   1  70.8%  69.3%
 23  -1.00000000e+00  -1.00000000e+00  9.31212144959697e-01  1.18236595568057e-01  1.000000   0  71.2%  69.8%
 24  -1.00000000e+00  -1.00000000e+00  9.24487696951939e-01  1.22855729103429e-01  1.000000   0  71.4%  70.8%
 25  -1.00000000e+00  -1.00000000e+00  9.12551242393058e-01  1.06564870394986e-01  1.000000   0  71.0%  70.8%
 26  -1.00000000e+00  -1.00000000e+00  9.03430899611023e-01  1.96875986443068e-01  1.000000   0  71.3%  70.6%
 27  -1.00000000e+00  -1.00000000e+00  8.98325278419061e-01  1.75859056922635e-01  0.500000   1  71.5%  71.7%
 28  -1.00000000e+00  -1.00000000e+00  8.89431234045329e-01  2.52142924879409e-01  1.000000   0  73.2%  72.7%
 29  -1.00000000e+00  -1.00000000e+00  8.78572300058039e-01  1.36862584856957e-01  0.500000   1  73.7%  74.1%
 30  -1.00000000e+00  -1.00000000e+00  8.64936395904245e-01  2.34681574239893e-01  1.000000   0  72.8%  73.0%
 31  -1.00000000e+00  -1.00000000e+00  8.53722339336724e-01  1.92836110607611e-01  1.000000   0  73.5%  73.6%
 32  -1.00000000e+00  -1.00000000e+00  8.45010308533376e-01  1.67293554768992e-01  1.000000   0  74.7%  73.9%
 33  -1.00000000e+00  -1.00000000e+00  8.39491963005848e-01  1.53887871211409e-01  0.500000   1  75.3%  74.5%
 34  -1.00000000e+00  -1.00000000e+00  8.28452477056571e-01  1.77098483597250e-01  0.500000   1  76.7%  76.2%
 35  -1.00000000e+00  -1.00000000e+00  8.20599442371373e-01  1.37589882660560e-01  0.250000   2  77.1%  76.9%
 36  -1.00000000e+00  -1.00000000e+00  8.11818809074570e-01  1.55535769253811e-01  0.500000   1  76.7%  76.0%
 37  -1.00000000e+00  -1.00000000e+00  8.05115485100437e-01  1.28636202093673e-01  0.500000   1  76.0%  76.0%
 38  -1.00000000e+00  -1.00000000e+00  7.98543157979510e-01  1.07050905147303e-01  0.500000   1  75.7%  75.9%
 39  -1.00000000e+00  -1.00000000e+00  7.92456338102273e-01  1.51737165336035e-01  1.000000   0  75.0%  75.2%
 40  -1.00000000e+00  -1.00000000e+00  7.90450503300963e-01  1.23500712385412e-01  0.250000   2  75.6%  75.8%
 41  -1.00000000e+00  -1.00000000e+00  7.83721713811051e-01  1.63475838509934e-01  1.000000   0  76.2%  76.6%
 42  -1.00000000e+00  -1.00000000e+00  7.70863695886842e-01  1.98515312509162e-01  1.000000   0  77.4%  77.4%
 43  -1.00000000e+00  -1.00000000e+00  7.65852049306767e-01  1.24915363451590e-01  0.500000   1  77.1%  77.4%
 44  -1.00000000e+00  -1.00000000e+00  7.61011934954994e-01  1.24227161368432e-01  0.500000   1  76.9%  77.0%
 45  -1.00000000e+00  -1.00000000e+00  7.58608453627654e-01  7.13061952706373e-02  0.250000   2  76.8%  76.9%
 46  -1.00000000e+00  -1.00000000e+00  7.54211313061791e-01  2.01596121220658e-01  1.000000   0  76.4%  76.9%
 47  -1.00000000e+00  -1.00000000e+00  7.51344468924256e-01  1.09373905884075e-01  0.500000   1  77.3%  77.8%
 48  -1.00000000e+00  -1.00000000e+00  7.46675892324116e-01  1.00961685163308e-01  1.000000   0  77.6%  78.0%
 49  -1.00000000e+00  -1.00000000e+00  7.43872299942372e-01  1.00364647716390e-01  0.500000   1  77.7%  78.5%
 50  -1.00000000e+00  -1.00000000e+00  7.40928793789704e-01  1.34984742659460e-01  1.000000   0  78.1%  78.4%
 51  -1.00000000e+00  -1.00000000e+00  7.38170901967508e-01  1.14789342259204e-01  0.500000   1  77.7%  77.8%
 52  -1.00000000e+00  -1.00000000e+00  7.33880527199753e-01  1.40078033127927e-01  1.000000   0  78.7%  78.6%
 53  -1.00000000e+00  -1.00000000e+00  7.29832185696521e-01  1.33446876871935e-01  1.000000   0  78.4%  78.6%
 54  -1.00000000e+00  -1.00000000e+00  7.27727749443152e-01  9.23227474069756e-02  0.500000   1  78.7%  78.8%
 55  -1.00000000e+00  -1.00000000e+00  7.22254347868810e-01  2.38273763422604e-01  1.000000   0  78.6%  78.3%
 56  -1.00000000e+00  -1.00000000e+00  7.18275168495511e-01  2.02882403663916e-01  0.500000   1  78.6%  78.9%
 57  -1.00000000e+00  -1.00000000e+00  7.13940419322572e-01  9.07633119921811e-02  1.000000   0  77.8%  77.8%
 58  -1.00000000e+00  -1.00000000e+00  7.11430886317612e-01  1.92193653989366e-01  0.500000   1  77.3%  77.0%
 59  -1.00000000e+00  -1.00000000e+00  7.07098115111318e-01  1.73445472350281e-01  0.500000   1  77.5%  77.2%
 60  -1.00000000e+00  -1.00000000e+00  7.01007736005630e-01  3.61642847250896e-01  0.500000   1  77.6%  77.4%
 61  -1.00000000e+00  -1.00000000e+00  6.96186097573493e-01  2.89397362904399e-01  0.500000   1  77.7%  77.3%
 62  -1.00000000e+00  -1.00000000e+00  6.91368970934539e-01  3.82293994726332e-01  0.250000   2  77.7%  77.4%
 63  -1.00000000e+00  -1.00000000e+00  6.77374492227616e-01  3.70328856494713e-01  0.500000   1  79.3%  78.7%
 64  -1.00000000e+00  -1.00000000e+00  6.72571056018268e-01  3.39916391136123e-01  0.250000   2  78.9%  79.2%
 65  -1.00000000e+00  -1.00000000e+00  6.63916020423231e-01  4.75824586418778e-01  0.500000   1  79.2%  79.3%
 66  -1.00000000e+00  -1.00000000e+00  6.57772529494296e-01  4.80531391253300e-01  0.250000   2  80.0%  79.1%
 67  -1.00000000e+00  -1.00000000e+00  6.51372003935830e-01  2.24367782349874e-01  0.250000   2  79.9%  78.8%
 68  -1.00000000e+00  -1.00000000e+00  6.41239114788798e-01  2.34282149105533e-01  0.250000   2  80.4%  79.6%
 69  -1.00000000e+00  -1.00000000e+00  6.29887407507355e-01  2.44834871558343e-01  0.500000   1  80.4%  79.6%
 70  -1.00000000e+00  -1.00000000e+00  6.24234269196153e-01  2.54334188790710e-01  0.250000   2  80.7%  79.7%
 71  -1.00000000e+00  -1.00000000e+00  6.18514601592427e-01  3.03051947022938e-01  0.250000   2  80.5%  80.6%
 72  -1.00000000e+00  -1.00000000e+00  6.14502493615690e-01  2.09296908852942e-01  0.250000   2  81.0%  80.7%
 73  -1.00000000e+00  -1.00000000e+00  6.10513512623488e-01  3.84538508941282e-01  0.250000   2  81.7%  80.3%
 74  -1.00000000e+00  -1.00000000e+00  6.04869350183436e-01  4.74818553519390e-01  0.500000   1  82.2%  81.1%
 75  -1.00000000e+00  -1.00000000e+00  6.01297562961952e-01  2.34481577005086e-01  0.250000   2  83.2%  82.1%
 76  -1.00000000e+00  -1.00000000e+00  5.98850710842832e-01  3.27942423839924e-01  0.250000   2  83.0%  81.8%
 77  -1.00000000e+00  -1.00000000e+00  5.95094589458407e-01  2.29293177523012e-01  0.250000   2  83.4%  82.2%
 78  -1.00000000e+00  -1.00000000e+00  5.90721901980318e-01  1.52501027893762e-01  0.500000   1  83.6%  82.5%
 79  -1.00000000e+00  -1.00000000e+00  5.82899028105692e-01  5.71466804211422e-01  0.500000   1  83.6%  82.8%
 80  -1.00000000e+00  -1.00000000e+00  5.79059019406010e-01  4.79720359623339e-01  0.250000   2  83.3%  83.2%
 81  -1.00000000e+00  -1.00000000e+00  5.76357402328939e-01  3.04050127443331e-01  0.250000   2  83.5%  83.4%
 82  -1.00000000e+00  -1.00000000e+00  5.73490239961997e-01  1.52866769545108e-01  0.250000   2  83.6%  83.5%
 83  -1.00000000e+00  -1.00000000e+00  5.68138331210204e-01  4.69264771120375e-01  1.000000   0  83.7%  82.5%
 84  -1.00000000e+00  -1.00000000e+00  5.65151263820341e-01  2.66039970982308e-01  0.500000   1  84.1%  82.5%
 85  -1.00000000e+00  -1.00000000e+00  5.61295548885175e-01  2.69783422013798e-01  0.500000   1  84.2%  82.7%
 86  -1.00000000e+00  -1.00000000e+00  5.56869261437567e-01  1.59229715059783e-01  0.500000   1  84.9%  83.2%
 87  -1.00000000e+00  -1.00000000e+00  5.53144366870710e-01  2.33272530394301e-01  0.500000   1  84.6%  83.2%
 88  -1.00000000e+00  -1.00000000e+00  5.51742685690943e-01  1.90348264971071e-01  0.250000   2  84.4%  83.2%
 89  -1.00000000e+00  -1.00000000e+00  5.48717933130287e-01  2.91715421025569e-01  0.500000   1  84.7%  83.3%
 90  -1.00000000e+00  -1.00000000e+00  5.45841246395642e-01  4.13156961323454e-01  0.500000   1  84.5%  83.3%
 91  -1.00000000e+00  -1.00000000e+00  5.43711587848485e-01  1.67319132692473e-01  0.250000   2  84.5%  83.2%
 92  -1.00000000e+00  -1.00000000e+00  5.38384182800278e-01  4.07327826039029e-01  0.500000   1  84.5%  83.0%
 93  -1.00000000e+00  -1.00000000e+00  5.35266499495645e-01  2.65321002577596e-01  0.250000   2  84.8%  82.8%
 94  -1.00000000e+00  -1.00000000e+00  5.30056786640710e-01  6.01252174115907e-01  0.500000   1  85.2%  83.6%
 95  -1.00000000e+00  -1.00000000e+00  5.26835503748496e-01  2.96582121994718e-01  0.250000   2  85.3%  83.9%
 96  -1.00000000e+00  -1.00000000e+00  5.22660372384015e-01  8.48196082779406e-01  0.500000   1  85.6%  83.5%
 97  -1.00000000e+00  -1.00000000e+00  5.19164635476570e-01  4.31896010115364e-01  0.250000   2  85.7%  83.7%
 98  -1.00000000e+00  -1.00000000e+00  5.13220779256426e-01  7.28320978963888e-01  0.500000   1  86.4%  84.6%
 99  -1.00000000e+00  -1.00000000e+00  5.09793754306532e-01  2.52336075891129e-01  0.250000   2  86.6%  84.9%
100  -1.00000000e+00  -1.00000000e+00  5.03486878817766e-01  3.00242867529072e-01  0.500000   1  87.4%  85.2%
101  -1.00000000e+00  -1.00000000e+00  4.99930540143121e-01  4.53000931997678e-01  0.125000   3  87.7%  85.4%
102  -1.00000000e+00  -1.00000000e+00  4.93652550204254e-01  8.84009692859537e-01  0.250000   2  87.9%  86.4%
103  -1.00000000e+00  -1.00000000e+00  4.89454023328325e-01  2.83067556722763e-01  0.062500   4  88.2%  86.9%
104  -1.00000000e+00  -1.00000000e+00  4.84695162167944e-01  4.03782660743430e-01  0.125000   3  88.7%  87.6%
105  -1.00000000e+00  -1.00000000e+00  4.75534901079208e-01  1.29318528688566e+00  0.250000   2  90.5%  89.2%
106  -1.00000000e+00  -1.00000000e+00  4.71333384036848e-01  6.13189138086082e-01  0.125000   3  90.4%  89.2%
107  -1.00000000e+00  -1.00000000e+00  4.65834844269226e-01  4.15992020326893e-01  0.250000   2  90.7%  90.1%
108  -1.00000000e+00  -1.00000000e+00  4.59574811837626e-01  6.22576867969789e-01  0.250000   2  91.1%  89.4%
109  -1.00000000e+00  -1.00000000e+00  4.54458628844056e-01  6.76917660674909e-01  0.125000   3  91.0%  89.6%
110  -1.00000000e+00  -1.00000000e+00  4.48819746174328e-01  8.54308526629490e-01  0.125000   3  91.4%  90.6%
111  -1.00000000e+00  -1.00000000e+00  4.39393235206122e-01  1.36233131794571e+00  0.250000   2  92.1%  91.0%
112  -1.00000000e+00  -1.00000000e+00  4.29899493859155e-01  8.39430223196560e-01  0.125000   3  91.8%  90.8%
113  -1.00000000e+00  -1.00000000e+00  4.23885670985407e-01  7.73944007405994e-01  0.250000   2  91.5%  90.5%
114  -1.00000000e+00  -1.00000000e+00  4.19528067028620e-01  4.85968729898897e-01  0.125000   3  92.2%  91.0%
115  -1.00000000e+00  -1.00000000e+00  4.12717801659892e-01  4.26805165847977e-01  0.250000   2  92.8%  91.9%
116  -1.00000000e+00  -1.00000000e+00  4.08937303541510e-01  8.00394500368492e-01  0.250000   2  92.9%  91.7%
117  -1.00000000e+00  -1.00000000e+00  4.06380042745621e-01  4.89415899396599e-01  0.125000   3  92.7%  91.9%
118  -1.00000000e+00  -1.00000000e+00  4.03844750602910e-01  3.72537338219150e-01  0.125000   3  92.8%  91.9%
119  -1.00000000e+00  -1.00000000e+00  4.00440200418701e-01  4.90153056023757e-01  0.250000   2  93.0%  91.5%
120  -1.00000000e+00  -1.00000000e+00  3.96887431420398e-01  3.69413049924090e-01  0.250000   2  93.0%  91.9%
121  -1.00000000e+00  -1.00000000e+00  3.93489522192440e-01  5.17523438487287e-01  0.250000   2  93.3%  92.1%
122  -1.00000000e+00  -1.00000000e+00  3.89721400706004e-01  5.20181477999647e-01  0.250000   2  93.4%  92.1%
123  -1.00000000e+00  -1.00000000e+00  3.86800806371878e-01  8.05061774455021e-01  0.250000   2  93.2%  91.9%
124  -1.00000000e+00  -1.00000000e+00  3.83820235488309e-01  6.42436093805359e-01  0.250000   2  93.3%  92.1%
125  -1.00000000e+00  -1.00000000e+00  3.80067241319775e-01  3.87688415265462e-01  0.500000   1  93.8%  92.4%
126  -1.00000000e+00  -1.00000000e+00  3.78087880196228e-01  4.14025735037199e-01  0.250000   2  93.8%  92.9%
127  -1.00000000e+00  -1.00000000e+00  3.75048627117593e-01  1.01981890996023e+00  0.500000   1  93.8%  92.7%
128  -1.00000000e+00  -1.00000000e+00  3.72871108831474e-01  2.64506954382146e-01  0.125000   3  93.9%  93.1%
129  -1.00000000e+00  -1.00000000e+00  3.69507026016688e-01  3.09595215256108e-01  0.500000   1  94.5%  93.6%
130  -1.00000000e+00  -1.00000000e+00  3.67143700972370e-01  5.49255193896559e-01  0.250000   2  94.6%  94.3%
131  -1.00000000e+00  -1.00000000e+00  3.64314143552898e-01  4.28386025613409e-01  0.250000   2  94.7%  94.2%
132  -1.00000000e+00  -1.00000000e+00  3.62146330784060e-01  3.64321973507874e-01  0.250000   2  94.8%  95.0%
133  -1.00000000e+00  -1.00000000e+00  3.59869290811014e-01  3.73193512051632e-01  0.250000   2  94.6%  94.8%
134  -1.00000000e+00  -1.00000000e+00  3.56877738458127e-01  3.54592390273199e-01  0.500000   1  94.5%  94.9%
135  -1.00000000e+00  -1.00000000e+00  3.54022182024277e-01  5.14543671051251e-01  0.500000   1  94.2%  94.7%
136  -1.00000000e+00  -1.00000000e+00  3.50786562626924e-01  3.58460123804765e-01  0.500000   1  94.5%  95.2%
137  -1.00000000e+00  -1.00000000e+00  3.47754750234476e-01  5.35766080586830e-01  0.500000   1  94.5%  94.8%
138  -1.00000000e+00  -1.00000000e+00  3.45583716470534e-01  2.25317544853720e-01  0.250000   2  94.6%  95.1%
139  -1.00000000e+00  -1.00000000e+00  3.43017322123515e-01  4.95088770752864e-01  0.250000   2  94.6%  95.1%
140  -1.00000000e+00  -1.00000000e+00  3.40270493157369e-01  1.53766572450860e-01  0.250000   2  94.8%  94.9%
141  -1.00000000e+00  -1.00000000e+00  3.37322166006034e-01  6.96166726622794e-01  0.500000   1  95.0%  95.2%
142  -1.00000000e+00  -1.00000000e+00  3.35921633929163e-01  3.00157624540599e-01  0.125000   3  94.9%  95.0%
143  -1.00000000e+00  -1.00000000e+00  3.31993222131673e-01  3.20575928290266e-01  0.500000   1  94.9%  95.7%
144  -1.00000000e+00  -1.00000000e+00  3.29926868464351e-01  2.98059450749501e-01  0.250000   2  94.9%  95.5%
145  -1.00000000e+00  -1.00000000e+00  3.27145004738527e-01  3.02117461215420e-01  0.250000   2  95.0%  95.3%
146  -1.00000000e+00  -1.00000000e+00  3.22056140028237e-01  5.95294845473286e-01  0.500000   1  95.3%  95.4%
147  -1.00000000e+00  -1.00000000e+00  3.20455942415622e-01  5.11854076869931e-01  0.125000   3  95.2%  95.2%
148  -1.00000000e+00  -1.00000000e+00  3.18566176708272e-01  6.66478624113865e-01  0.250000   2  95.4%  95.3%
149  -1.00000000e+00  -1.00000000e+00  3.16151276150085e-01  4.29030809500879e-01  0.250000   2  95.7%  95.4%
150  -1.00000000e+00  -1.00000000e+00  3.13480204560654e-01  3.44839674295746e-01  0.250000   2  95.6%  95.3%
151  -1.00000000e+00  -1.00000000e+00  3.10264986293457e-01  8.99360174578982e-01  0.500000   1  95.9%  95.6%
152  -1.00000000e+00  -1.00000000e+00  3.07200926454373e-01  3.16449639618727e-01  0.500000   1  95.7%  95.0%
153  -1.00000000e+00  -1.00000000e+00  3.04996095128033e-01  2.98724533037666e-01  0.250000   2  95.8%  95.8%
154  -1.00000000e+00  -1.00000000e+00  3.01906027709093e-01  8.15773917932391e-01  0.500000   1  96.2%  96.4%
155  -1.00000000e+00  -1.00000000e+00  2.99833967838141e-01  1.77398370229195e-01  0.125000   3  96.2%  96.4%
156  -1.00000000e+00  -1.00000000e+00  2.96586566901947e-01  5.15271670500944e-01  0.500000   1  96.3%  96.1%
157  -1.00000000e+00  -1.00000000e+00  2.95168453142781e-01  6.81487283192148e-01  0.125000   3  96.4%  96.5%
158  -1.00000000e+00  -1.00000000e+00  2.93357205096198e-01  6.30319925271710e-01  0.250000   2  96.1%  96.0%
159  -1.00000000e+00  -1.00000000e+00  2.91868484517032e-01  3.42015936609028e-01  0.250000   2  96.2%  96.3%
160  -1.00000000e+00  -1.00000000e+00  2.89252277165067e-01  3.73014839211383e-01  0.500000   1  96.3%  96.4%
161  -1.00000000e+00  -1.00000000e+00  2.87285502415145e-01  4.79185888602058e-01  0.500000   1  96.3%  96.1%
162  -1.00000000e+00  -1.00000000e+00  2.85730593587230e-01  4.13699985816922e-01  0.250000   2  96.5%  96.2%
163  -1.00000000e+00  -1.00000000e+00  2.84273826781605e-01  2.52512958875700e-01  0.250000   2  96.3%  96.4%
164  -1.00000000e+00  -1.00000000e+00  2.81622579759543e-01  7.62729481404762e-01  0.500000   1  96.5%  96.1%
165  -1.00000000e+00  -1.00000000e+00  2.79886278963859e-01  3.30191195194680e-01  0.250000   2  96.5%  96.2%
166  -1.00000000e+00  -1.00000000e+00  2.77456364487585e-01  3.79048673193718e-01  0.500000   1  96.5%  96.4%
167  -1.00000000e+00  -1.00000000e+00  2.75624447345739e-01  4.22764516360888e-01  0.250000   2  96.7%  96.7%
168  -1.00000000e+00  -1.00000000e+00  2.74598121880919e-01  2.30290535787345e-01  0.125000   3  96.6%  96.8%
169  -1.00000000e+00  -1.00000000e+00  2.73132916908198e-01  2.22112412413847e-01  0.250000   2  96.6%  96.9%
170  -1.00000000e+00  -1.00000000e+00  2.71334858818483e-01  6.19870488966271e-01  0.500000   1  96.9%  96.9%
171  -1.00000000e+00  -1.00000000e+00  2.70045485252396e-01  3.22311001309851e-01  0.500000   1  96.8%  96.7%
172  -1.00000000e+00  -1.00000000e+00  2.68361617157860e-01  3.73947229012637e-01  0.500000   1  96.8%  96.8%
173  -1.00000000e+00  -1.00000000e+00  2.67142875371244e-01  2.81804797677674e-01  0.250000   2  96.8%  96.9%
174  -1.00000000e+00  -1.00000000e+00  2.65570272224975e-01  1.81618040155189e-01  0.250000   2  96.8%  96.9%
175  -1.00000000e+00  -1.00000000e+00  2.64344655250921e-01  3.11086690882103e-01  0.250000   2  96.7%  96.8%
176  -1.00000000e+00  -1.00000000e+00  2.63296254068746e-01  2.25265365244490e-01  0.250000   2  96.8%  96.8%
177  -1.00000000e+00  -1.00000000e+00  2.62248993222918e-01  5.42680130977869e-01  0.250000   2  96.8%  97.0%
178  -1.00000000e+00  -1.00000000e+00  2.61258192401296e-01  1.63407230047784e-01  0.250000   2  96.8%  96.8%
179  -1.00000000e+00  -1.00000000e+00  2.60024737060753e-01  4.26094439038051e-01  0.500000   1  96.8%  96.8%
180  -1.00000000e+00  -1.00000000e+00  2.59084786699871e-01  2.17756117117657e-01  0.250000   2  96.8%  97.1%
181  -1.00000000e+00  -1.00000000e+00  2.57860783090624e-01  2.11107177015787e-01  0.500000   1  96.7%  96.8%
182  -1.00000000e+00  -1.00000000e+00  2.56860861518113e-01  4.24259963384380e-01  0.500000   1  97.0%  96.9%
183  -1.00000000e+00  -1.00000000e+00  2.56183189530314e-01  3.69226911445839e-01  0.250000   2  96.8%  96.9%
184  -1.00000000e+00  -1.00000000e+00  2.55493780966921e-01  2.34203615194688e-01  0.250000   2  96.9%  97.1%
185  -1.00000000e+00  -1.00000000e+00  2.54292922058941e-01  2.65864563436918e-01  0.500000   1  97.2%  96.8%
186  -1.00000000e+00  -1.00000000e+00  2.53462197417589e-01  2.48067421035234e-01  0.500000   1  97.1%  97.0%
187  -1.00000000e+00  -1.00000000e+00  2.52633764991554e-01  6.05034721469299e-01  0.500000   1  97.4%  97.1%
188  -1.00000000e+00  -1.00000000e+00  2.51789010503977e-01  3.45496286065427e-01  0.500000   1  97.1%  97.0%
189  -1.00000000e+00  -1.00000000e+00  2.50757622882471e-01  2.00052403969672e-01  0.500000   1  97.2%  97.0%
190  -1.00000000e+00  -1.00000000e+00  2.49811661194919e-01  3.42191413013431e-01  0.500000   1  97.2%  96.9%
191  -1.00000000e+00  -1.00000000e+00  2.48961286158002e-01  3.78203683390465e-01  0.500000   1  97.4%  96.9%
192  -1.00000000e+00  -1.00000000e+00  2.48330408006960e-01  4.01868866376046e-01  0.250000   2  97.3%  96.9%
193  -1.00000000e+00  -1.00000000e+00  2.47747089551797e-01  1.35058144809240e-01  0.250000   2  97.1%  97.0%
194  -1.00000000e+00  -1.00000000e+00  2.47148364475180e-01  3.94506083168450e-01  0.500000   1  97.2%  97.2%
195  -1.00000000e+00  -1.00000000e+00  2.46566040135056e-01  2.00352624946033e-01  0.250000   2  97.1%  97.2%
196  -1.00000000e+00  -1.00000000e+00  2.45758828308441e-01  3.88693342585128e-01  0.500000   1  97.2%  97.1%
197  -1.00000000e+00  -1.00000000e+00  2.44969781996741e-01  6.36019837977281e-01  0.500000   1  97.4%  97.3%
198  -1.00000000e+00  -1.00000000e+00  2.44410249402648e-01  3.08047981767457e-01  0.250000   2  97.3%  97.2%
199  -1.00000000e+00  -1.00000000e+00  2.43839827248442e-01  1.33016989859821e-01  0.250000   2  97.4%  97.4%
200  -1.00000000e+00  -1.00000000e+00  2.43138734191919e-01  4.10580656220854e-01  0.500000   1  97.5%  97.3%
201  -1.00000000e+00  -1.00000000e+00  2.42528305679782e-01  1.38322133714700e-01  0.500000   1  97.4%  97.3%
202  -1.00000000e+00  -1.00000000e+00  2.41987326955703e-01  3.97992581496580e-01  0.500000   1  97.3%  96.9%
203  -1.00000000e+00  -1.00000000e+00  2.41332673679310e-01  3.29708070043585e-01  0.500000   1  97.4%  97.1%
204  -1.00000000e+00  -1.00000000e+00  2.40812012129331e-01  2.69481775395200e-01  0.250000   2  97.3%  97.2%
205  -1.00000000e+00  -1.00000000e+00  2.40227780998040e-01  2.29453311950350e-01  0.500000   1  97.4%  97.3%
206  -1.00000000e+00  -1.00000000e+00  2.39708929115895e-01  4.89315231273969e-01  0.500000   1  97.4%  97.4%
207  -1.00000000e+00  -1.00000000e+00  2.39464696763564e-01  2.65093883250949e-01  0.250000   2  97.5%  97.2%
208  -1.00000000e+00  -1.00000000e+00  2.39007673548300e-01  2.14180908079394e-01  0.500000   1  97.5%  97.3%
209  -1.00000000e+00  -1.00000000e+00  2.38687619492164e-01  1.18997235879162e-01  0.250000   2  97.5%  97.4%
210  -1.00000000e+00  -1.00000000e+00  2.38152626677646e-01  7.45850893601570e-02  0.500000   1  97.5%  97.4%
211  -1.00000000e+00  -1.00000000e+00  2.37748693934485e-01  3.70638857519103e-01  0.500000   1  97.4%  97.4%
212  -1.00000000e+00  -1.00000000e+00  2.37406306157642e-01  1.33542425544013e-01  0.500000   1  97.5%  97.2%
213  -1.00000000e+00  -1.00000000e+00  2.37179783600849e-01  2.67222075017662e-01  0.500000   1  97.5%  97.5%
214  -1.00000000e+00  -1.00000000e+00  2.36851691223923e-01  3.09805840250483e-01  0.500000   1  97.6%  97.6%
215  -1.00000000e+00  -1.00000000e+00  2.36565764745661e-01  1.60073674614400e-01  0.500000   1  97.5%  97.6%
216  -1.00000000e+00  -1.00000000e+00  2.36315284507820e-01  2.73166000139843e-01  0.500000   1  97.4%  97.5%
217  -1.00000000e+00  -1.00000000e+00  2.36167574043077e-01  2.25907785156327e-01  0.250000   2  97.5%  97.6%
218  -1.00000000e+00  -1.00000000e+00  2.35886801476417e-01  2.09668121481168e-01  0.500000   1  97.4%  97.5%
219  -1.00000000e+00  -1.00000000e+00  2.35739360619407e-01  8.99213490129957e-02  0.250000   2  97.4%  97.5%
220  -1.00000000e+00  -1.00000000e+00  2.35535179605545e-01  7.52422036348702e-02  0.500000   1  97.5%  97.6%
221  -1.00000000e+00  -1.00000000e+00  2.35383620157347e-01  1.24841240416544e-01  0.250000   2  97.6%  97.5%
222  -1.00000000e+00  -1.00000000e+00  2.35163477112145e-01  1.90408067556459e-01  0.500000   1  97.5%  97.6%
223  -1.00000000e+00  -1.00000000e+00  2.34968038773115e-01  2.17503284814561e-01  0.500000   1  97.6%  97.6%
224  -1.00000000e+00  -1.00000000e+00  2.34831051801020e-01  2.26931751349438e-01  0.250000   2  97.6%  97.6%
225  -1.00000000e+00  -1.00000000e+00  2.34660971658487e-01  2.86018589366546e-01  0.500000   1  97.6%  97.5%
